ConstituentID,DisplayName,ArtistBio,Nationality,Gender,BeginDate,EndDate,Wiki_QID,ULAN
1197,Ithell Colquhoun,"British, 1906–1988",British,Female,1906,1988,Q439844,500031141
1198,Robert Colquhoun,"British, 1914–1962",British,Male,1914,1962,Q3938239,500031142
1203,Alex Colville,"Canadian, 1920–2013",Canadian,Male,1920,2013,Q2832922,500023668
1211,William Congdon,"American, 1912–1998",American,Male,1912,1998,Q4019969,500031033
1215,Bruce Conner,"American, 1933–2008",American,Male,1933,2008,Q991589,500116235
1221,Pietro Consagra,"Italian, 1920–2005",Italian,Male,1920,2005,Q461240,500017558
1235,Hans Coper,"British, born Germany. 1920–1981",British,Male,1920,1981,Q5649903,500090199
1236,Andries Dirk Copier,"Dutch, 1901–1991",Dutch,Male,1901,1991,Q510467,500079454
1237,John Coplans,"British, 1920–2003",British,Male,1920,2003,Q3181269,500115559
1238,William Copley,"American, 1919–1996",American,Male,1919,1996,Q2578319,500029656
1240,Edward Corbett,"American, 1919–1971",American,Male,1919,1971,Q5342409,500016175
1243,Lovis Corinth,"German, 1858–1925",German,Male,1858,1925,Q157610,500115384
1246,Corneille (Guillaume van Beverloo),"Dutch, 1922–2010",Dutch,Male,1922,2010,Q469335,500048093
1247,Joseph Cornell,"American, 1903–1972",American,Male,1903,1972,Q694774,500003169
1253,Jean-Baptiste-Camille Corot,"French, 1796–1875",French,Male,1796,1875,Q148475,500115390
1254,Antonio Corpora,"Italian, born Tunis. 1909–2004",Italian,Male,1909,2004,Q470314,500032956
1260,Marie Cosindas,"American, 1923–2017",American,Female,1923,2017,Q6762808,500115150
1262,Olga Costa,"Mexican, born Germany. 1913–1993",Mexican,Female,1913,1993,Q77889,500118509
1274,Pierre Courtin,"French, 1921–2012",French,Male,1921,2012,Q960481,500041397
1278,Wessel Couzijn,"Dutch, 1912–1984",Dutch,Male,1912,1984,Q2512767,500040693
1279,Miguel Covarrubias,"Mexican, 1904–1957",Mexican,Male,1904,1957,Q1709505,500122721
1280,John Covert,"American, 1882–1960",American,Male,1882,1960,Q1230046,500026304
1284,Jan Cox,"Belgian, 1919–1980",Belgian,Male,1919,1980,Q2173397,500001859
1287,Edward Gordon Craig,"British, 1872–1966",British,Male,1872,1966,Q920293,500000318
1298,Ralston Crawford,"American, born Canada. 1906–1978",American,Male,1906,1978,Q3929822,500029588
1303,Leonardo Cremonini,"Italian, 1925–2010",Italian,Male,1925,2010,Q982526,500011981
1305,Adolphe Crespin,"Belgian, 1859–1944",Belgian,Male,1859,1944,Q2824800,500009817
1307,Roberto Crippa,"Italian, 1921–1972",Italian,Male,1921,1972,Q473798,500091709
1311,Allan Rohan Crite,"American, 1910–2007",American,Male,1910,2007,Q4730546,500000551
1313,Henri-Edmond Cross,"French, 1856–1910",French,Male,1856,1910,Q555224,500014010
1317,George Cruikshank,"British, 1792–1878",British,Male,1792,1878,Q360466,500115604
1321,Carlos Cruz-Diez,"Venezuelan, 1923-2019",Venezuelan,Male,1923,2019,Q1042835,500012773
1326,Modest Cuixart,"Spanish, 1925–2001",Spanish,Male,1925,2001,Q551902,500124388
1329,Ben L. Culwell,"American, 1918–1992",American,Male,1918,1992,Q4885481,500084526
1332,Imogen Cunningham,"American, 1883–1976",American,Female,1883,1976,Q238678,500115187
1339,John Steuart Curry,"American, 1897–1946",American,Male,1897,1946,Q3290532,500115503
1341,Edward Curtis,"American, 1868–1954",American,Male,1868,1954,Q433128,500018219
1348,Carl Otto Czeschka,"Austrian, 1878–1960",Austrian,Male,1878,1960,Q1039975,500007692
1349,"Allan D'Arcangelo","American, 1930–1998",American,Male,1930,1998,Q4730556,500013648
1357,Louise Dahl-Wolfe,"American, 1895–1989",American,Female,1895,1989,Q456394,500031880
1364,Salvador Dalí,"Spanish, 1904–1989",Spanish,Male,1904,1989,Q5577,500009365
1368,Hubert Dalwood,"British, 1924–1976",British,Male,1924,1976,Q5927238,500108812
1385,Nassos Daphnis,"American, born Greece. 1914–2010",American,Male,1914,2010,Q6967681,500004321
1388,Hanne Darboven,"German, 1941–2009",German,Female,1941,2009,Q443732,500053940
1396,Honoré Daumier,"French, 1808–1879",French,Male,1808,1879,Q187506,500117998
1401,Alan Davie,"British, 1920–2014",British,Male,1920,2014,Q44033,500028636
1402,Arthur B. Davies,"American, 1862–1928",American,Male,1862,1928,Q708502,500013464
1407,Gene Davis,"American, 1920–1985",American,Male,1920,1985,Q5531163,500012653
1412,Stuart Davis,"American, 1892–1964",American,Male,1892,1964,Q704588,500115507
1416,John Day,"American, 1932–1982",American,Male,1932,1982,Q20200747,500013619
1421,Mario De Biasi,"Italian, 1923–2013",Italian,Male,1923,2013,Q3848497,500115118
1422,Roy DeCarava,"American, 1919–2009",American,Male,1919,2009,Q2475981,500095793
1423,Louis De Clercq,"French, 1836–1901",French,Male,1836,1901,Q596961,500036880
1424,José De Creeft,"American, born Spain. 1884–1982",American,Male,1884,1982,Q3080662,500048621
1425,Gino De Dominicis,"Italian, 1947–1998",Italian,Male,1947,1998,Q826569,500088696
1428,Peter De Francia,"British, 1921–2012",British,Male,1921,2012,Q16019356,500029172
1433,Walter De Maria,"American, 1935–2013",American,Male,1935,2013,Q126506,500041866
1434,Adolf De Meyer,"German, 1868–1946",German,Male,1868,1946,Q365911,500115553
1436,G. D. De Monfried,"French, 1856–1929",French,Male,1856,1929,Q517792,500010450
1441,Filippo De Pisis,"Italian, 1896–1956",Italian,Male,1896,1956,Q661473,500026623
1443,José de Rivera,"American, 1904–1985",American,Male,1904,1985,Q6279626,500021094
1444,Niki de Saint Phalle,"French, 1930–2002",French,Female,1930,2002,Q168704,500024269
1447,Nicolas de Staël,"French, 1914–1955",French,Male,1914,1955,Q470551,500026376
1458,Joe Deal,"American, 1947–2010",American,Male,1947,2010,Q6209452,500037034
1460,Howard Dearstyne,"American, 1903–1978",American,Male,1903,1978,Q18625761,500034415
1465,Hilaire-Germain-Edgar Degas,"French, 1834–1917",French,Male,1834,1917,Q46373,500115194
1466,Adolf Dehn,"American, 1895–1968",American,Male,1895,1968,Q4684075,500009264
1467,Dorothy Dehner,"American, 1901–1994",American,Female,1901,1994,Q2164544,500048625
1474,Eugène Delacroix,"French, 1798–1863",French,Male,1798,1863,Q33477,500115509
1475,Jack Delano,"American, born Russia. 1914–1997",American,Male,1914,1997,Q639121,500040799
1479,Robert Delaunay,"French, 1885–1941",French,Male,1885,1941,Q33978,500023463
1480,Sonia Delaunay-Terk,"French, born Ukraine. 1885–1979",French,Female,1885,1979,Q232972,500115510
1484,Christian Dell,"German, 1893–1974",German,Male,1893,1974,Q180236,500045673
1485,Paul Delvaux,"Belgian, 1897–1994",Belgian,Male,1897,1994,Q164712,500017335
1486,Jean Delville,"Belgian, 1867–1953",Belgian,Male,1867,1953,Q1395469,500027312
1490,Charles Demuth,"American, 1883–1935",American,Male,1883,1935,Q380494,500004441
1492,Maurice Denis,"French, 1870–1943",French,Male,1870,1943,Q440369,500032673
1495,Robyn Denny,"British, 1930–2014",British,Male,1930,2014,Q2160106,500000427
1498,Fortunato Depero,"Italian, 1892–1960",Italian,Male,1892,1960,Q1125077,500017004
1500,André Derain,"French, 1880–1954",French,Male,1880,1954,Q156272,500004535
1511,Charles Despiau,"French, 1874–1946",French,Male,1874,1946,Q82291,500115511
1520,Walter Dexel,"German, 1890–1973",German,Male,1890,1973,Q449677,500005708
1524,Hugh W. Diamond,"British, 1809–1886",British,Male,1809,1886,Q76882,500018982
1536,Edwin Dickinson,"American, 1891–1978",American,Male,1891,1978,Q5346359,500010408
1537,Preston Dickinson,"American, 1889–1930",American,Male,1889,1930,Q3402687,500124280
1539,Richard Diebenkorn,"American, 1922–1993",American,Male,1922,1993,Q1281597,500025721
1546,Burgoyne Diller,"American, 1906–1965",American,Male,1906,1965,Q827021,500009551
1552,André-Adolphe-Eugène Disdéri,"French, 1819–1889",French,Male,1819,1889,Q515461,500118847
1553,Martin Disler,"Swiss, 1949–1996",Swiss,Male,1949,1996,Q670011,500053927
1559,Otto Dix,"German, 1891–1969",German,Male,1891,1969,Q153104,500028047
1560,Henry Dixon,"British, 1820–1893",British,Male,1820,1893,Q15446294,500115247
1566,Frank Dobson,"British, 1888–1963",British,Male,1888,1963,Q2289164,500004945
1572,Isami Doi,"American, 1903–1965",American,Male,1903,1965,Q6078751,500027090
1573,Robert Doisneau,"French, 1912–1994",French,Male,1912,1994,Q154599,500015333
1578,César Domela-Nieuwenhuis,"Dutch, 1900–1992",Dutch,Male,1900,1992,Q2717011,500007460
1579,Oscar Domínguez,"French, born Spain. 1906–1957",French,Male,1906,1957,Q293314,500007847
1581,Ken Domon,"Japanese, 1909–1990",Japanese,Male,1909,1990,Q3195028,500122206
1582,Hisao Domoto,"Japanese, 1928–2013",Japanese,Male,1928,2013,Q11427894,500122978
1585,Enrico Donati,"American, born Italy. 1909–2008",American,Male,1909,2008,Q2574382,500020337
1587,Piero Dorazio,"Italian, 1927–2005",Italian,Male,1927,2005,Q459648,500010826
1588,Roland Dorcély,"Haitian, 1930–2017",Haitian,Male,1930,2017,Q3710086,500044942
1589,Gustave Doré,"French, 1832–1883",French,Male,1832,1883,Q6682,500013657
1596,Francisco Dosamantes,"Mexican, 1911–1986",Mexican,Male,1911,1986,Q1311345,500071567
1602,Arthur Dove,"American, 1880–1946",American,Male,1880,1946,Q709461,500018046
1606,Juan Downey,"Chilean, 1940–1993",Chilean,Male,1940,1993,Q3817219,500064742
1616,Christopher Dresser,"British, 1834–1904",British,Male,1834,1904,Q1086650,500042183
1617,Werner Drewes,"American, 1899–1985",American,Male,1899,1985,Q2561038,500013191
1619,Henry Dreyfuss,"American, 1904–1972",American,Male,1904,1972,Q940346,500059346
1629,Maxime Du Camp,"French, 1822–1894",French,Male,1822,1894,Q918268,500021954
1633,Jean Dubuffet,"French, 1901–1985",French,Male,1901,1985,Q170076,500019113
1634,Marcel Duchamp,"American, born France. 1887–1968",American,Male,1887,1968,Q5912,500115393
1635,Raymond Duchamp-Villon,"French, 1876–1918",French,Male,1876,1918,Q705282,500029284
1637,Guillaume-Benjamin-Armand Duchenne de Boulogne,"French, 1806–1875",French,Male,1806,1875,Q551417,500067174
1646,Raoul Dufy,"French, 1877–1953",French,Male,1877,1953,Q45205,500024166
1657,Louis-Émile Durandelle,"French, 1839–1917",French,Male,1839,1917,Q15556390,500019813
1665,Mabel Dwight,"American, 1876–1955",American,Female,1876,1955,Q18150137,500019538
1671,Charles Eames,"American, 1907–1978",American,Male,1907,1978,Q170411,500029567
1672,Ray Eames,"American, 1912–1988",American,Female,1912,1988,Q380404,500027192
1673,Josef Eberz,"German, 1880–1942",German,Male,1880,1942,Q1704514,500001465
1677,Thomas Eckersley,"British, 1914–1997",British,Male,1914,1997,Q835099,500184121
1681,Dr. Harold E. Edgerton,"American, 1903–1990",American,Male,1903,1990,Q475733,500014767
1701,Louis Michel Eilshemius,"American, 1864–1941",American,Male,1864,1941,Q6687104,500030951
1707,Alfred Eisenstaedt,"American, born Poland. 1898–1995",American,Male,1898,1995,Q62081,500059996
1708,Sergei Eisenstein,"Russian, 1898–1948",Russian,Male,1898,1948,Q8003,500137065
1713,Dick Elffers,"Dutch, 1910–1990",Dutch,Male,1910,1990,Q585177,500116738
1717,Eliot Elisofon,"American, 1911–1973",American,Male,1911,1973,Q5361228,500294268
1724,Peter Henry Emerson,"British, born Cuba. 1856–1936",British,Male,1856,1936,Q515839,500118277
1727,August Endell,"German, 1871–1925",German,Male,1871,1925,Q62351,500001173
1730,Morris Engel,"American, 1918–2005",American,Male,1918,2005,Q1948483,500333556
1739,James Ensor,"Belgian, 1860–1949",Belgian,Male,1860,1949,Q158840,500032046
1741,Jacob Epstein,"British, born U.S.A. 1880–1959",British,Male,1880,1959,Q354779,500032047
1744,Hugo Erfurth,"German, 1874–1948",German,Male,1874,1948,Q72889,500003504
1750,Hans Erni,"Swiss, 1909–2015",Swiss,Male,1909,2015,Q667671,500007927
1751,Jimmy Ernst,"American, 1920–1984",American,Male,1920,1984,Q92395,500024151
1752,Max Ernst,"French and American, born Germany. 1891–1976",French,Male,1891,1976,Q154842,500115729
1757,M. C. Escher,"Dutch, 1898–1972",Dutch,Male,1898,1972,Q1470,500007222
1770,Frank Eugene,"American, 1865–1936",American,Male,1865,1936,Q67378,500025211
1771,Richard Eurich,"British, 1903–1992",British,Male,1903,1992,Q7325540,500028906
1774,Frederick H. Evans,"British, 1853–1943",British,Male,1853,1943,Q1452901,500010446
1777,Walker Evans,"American, 1903–1975",American,Male,1903,1975,Q363308,500012076
1779,Henri Evenepoel,"French, 1872–1899",French,Male,1872,1899,Q2980574,500004458
1780,Philip Evergood,"American, 1901–1973",American,Male,1901,1973,Q3379002,500007308
1784,Alexandra Exter,"Russian, 1882–1949",Russian,Female,1882,1949,Q242121,500024229
1788,Luciano Fabro,"Italian, 1936–2007",Italian,Male,1936,2007,Q554008,500053941
1790,Öyvind Fahlström,"Swedish, born Brazil. 1928–1976",Swedish,Male,1928,1976,Q307693,500022121
1793,Jules-Abel Faivre,"French, 1867–1945",French,Male,1867,1945,Q2821502,500042434
1794,Claire Falkenstein,"American, 1908–1997",American,Female,1908,1997,Q5125198,500023524
1799,Wojciech Fangor,"Polish, 1922–2015",Polish,Male,1922,2015,Q8029114,500049430
1800,Henri Fantin-Latour,"French, 1836–1904",French,Male,1836,1904,Q310715,500025754
1811,Louis Faurer,"American, 1916–2001",American,Male,1916,2001,Q326011,500022535
1815,Jean Fautrier,"French, 1898–1964",French,Male,1898,1964,Q537838,500002013
1821,Pericle Fazzini,"Italian, 1913–1987",Italian,Male,1913,1987,Q472646,500012647
1825,Paul Feeley,"American, 1910–1966",American,Male,1910,1966,Q7150600,500001039
1831,Andreas Feininger,"American, born France. 1906–1999",American,Male,1906,1999,Q497186,500031430
1832,Lyonel Feininger,"American, 1871–1956",American,Male,1871,1956,Q158255,500115308
1833,Theodore Lux Feininger,"American, born Germany. 1910–2011",American,Male,1910,2011,Q216570,500021971
1836,Lorser Feitelson,"American, 1898–1978",American,Male,1898,1978,Q13476286,500011447
1841,Conrad Felixmüller,"German, 1897–1977",German,Male,1897,1977,Q693095,500017719
1842,Weegee (Arthur Fellig),"American, born Austria. 1899–1968",American,Male,1899,1968,Q445857,500032312
1847,Roger Fenton,"British, 1819–1869",British,Male,1819,1869,Q345666,500017263
1851,Herbert Ferber,"American, 1906–1991",American,Male,1906,1991,Q765387,500068518
1855,Justino Fernández,"Mexican, 1904–1972",Mexican,Male,1904,1972,Q1290349,500341795
1859,León Ferrari,"Argentine, 1920–2013",Argentine,Male,1920,2013,Q324030,500124517
1870,Ernest Fiene,"American, born Germany. 1894–1965",American,Male,1894,1965,Q5393065,500000832
1871,Pedro Figari,"Uruguayan, 1861–1938",Uruguayan,Male,1861,1938,Q1388990,500117196
1873,Robert Filliou,"French, 1926–1987",French,Male,1926,1987,Q469833,500027344
1878,Ian Hamilton Finlay,"British, 1925–2006",British,Male,1925,2006,Q567547,500023934
1879,Howard Finster,"American, 1916–2001",American,Male,1916,2001,Q5919636,500086788
1890,Hans Fischli,"Swiss, 1909–1989",Swiss,Male,1909,1989,Q1579482,500030853
1904,Salvatore Fiume,"Italian, 1915–1997",Italian,Male,1915,1997,Q966853,500100792
1906,James Montgomery Flagg,"American, 1877–1960",American,Male,1877,1960,Q537266,500003051
1907,Barry Flanagan,"British, 1941–2009",British,Male,1941,2009,Q257113,500017504
1908,John Flannagan,"American, 1898–1942",American,Male,1898,1942,Q6233387,500028475
1911,Dan Flavin,"American, 1933–1996",American,Male,1933,1996,Q504395,500021736
1914,Trude Fleischmann,"American, born Austria. 1895–1990",American,Female,1895,1990,Q87807,500037207
1916,Claude Flight,"British, 1881–1955",British,Male,1881,1955,Q5128835,500016278
1930,Lucio Fontana,"Italian, born Argentina. 1899–1968",Italian,Male,1899,1968,Q312392,500031629
1935,Jean-Louis Forain,"French, 1852–1931",French,Male,1852,1931,Q719614,500115211
1940,Günther Förg,"German, 1952–2013",German,Male,1952,2013,Q561184,500047248
1943,Raquel Forner,"Argentine, 1902–1988",Argentine,Female,1902,1988,Q7294439,500116569
1955,Fougasse (Cyril Kenneth Bird),"British, 1887–1965",British,Male,1887,1965,Q5474110,500005942
1956,André Fougeron,"French, 1913–1998",French,Male,1913,1998,Q2847772,500022199
1962,Terry Fox,"American, 1943–2008",American,Male,1943,2008,Q644867,500063852
1963,Hollis Frampton,"American, 1936–1984",American,Male,1936,1984,Q477638,500063853
1965,Sam Francis,"American, 1923–1994",American,Male,1923,1994,Q526470,500115537
1968,Kaj Franck,"Finnish, 1911–1989",Finnish,Male,1911,1989,Q909809,500103402
1969,Martine Franck,"Belgian, 1938–2012",Belgian,Female,1938,2012,Q463070,500334577
1971,Josef Frank,"Swedish, born Austria. 1885–1967",Swedish,Male,1885,1967,Q93847,500011201
1973,Robert Frank,"American, born Switzerland.1924–2019",American,Male,1924,2019,Q467574,500019916
1974,Helen Frankenthaler,"American, 1928–2011",American,Female,1928,2011,Q235281,500115813
1975,Antonio Frasconi,"American, born Uruguay. 1919–2013",American,Male,1919,2013,Q3610506,500030189
1976,Claud Lovat Fraser,"British, 1890–1921",British,Male,1890,1921,Q5128638,500020207
1989,Jane Freilicher,"American, 1924–2014",American,Female,1924,2014,Q16089924,500017408
1990,Jared French,"American, 1905–1988",American,Male,1905,1988,Q3162702,500053389
1993,Lucian Freud,"British, born Germany. 1922–2011",British,Male,1922,2011,Q154594,500116243
1996,Otto Freundlich,"German, 1878–1943",German,Male,1878,1943,Q699326,500030544
2003,Arnold Friedman,"American, 1879–1946",American,Male,1879,1946,Q4795053,500028092
2012,Othon Friesz,"French, 1879–1949",French,Male,1879,1949,Q708482,500031339
2014,Elisabeth Frink,"British, 1930–1993",British,Female,1930,1993,Q2575649,500032694
2015,Francis Frith,"British, 1822–1898",British,Male,1822,1898,Q978878,500005649
2018,Roger Fry,"British, 1866–1934",British,Male,1866,1934,Q547470,500005106
2020,Hakuyo Fuchikami,"Japanese, 1889–1960",Japanese,Male,1889,1960,Q5640676,500318008
2021,Ernst Fuchs,"Austrian, 1930–2015",Austrian,Male,1930,2015,Q112856,500115447
2023,Masahisa Fukase,"Japanese, 1934–2012",Japanese,Male,1934,2012,Q2065928,500318019
2030,R. Buckminster Fuller,"American, 1895–1983",American,Male,1895,1983,Q102289,500015697
2036,Jaromír Funke,"Czech, 1896–1945",Czech,Male,1896,1945,Q6160514,500005599
2043,Naum Gabo,"American, born Russia. 1890–1977",American,Male,1890,1977,Q309482,500115724
2047,Wanda Gág,"American, 1893–1946",American,Female,1893,1946,Q1012900,500107586
2057,A. E. Gallatin,"American, 1881–1952",American,Male,1881,1952,Q2117132,500115733
2058,Emile Gallé,"French, 1846–1904",French,Male,1846,1904,Q275085,500094535
2059,Akseli Gallen-Kallela,"Finnish, 1865–1931",Finnish,Male,1865,1931,Q170068,500015305
2065,Abram Games,"British, 1914–1996",British,Male,1914,1996,Q4669357,500184250
2079,Alexander Gardner,"American, born Scotland. 1821–1882",American,Male,1821,1882,Q661176,500115196
2084,Pablo Gargallo,"Spanish, 1881–1934",Spanish,Male,1881,1934,Q456991,500010393
2086,William A. Garnett,"American, 1916–2006",American,Male,1916,2006,Q8009689,500003708
2092,Lee Gatch,"American, 1902–1968",American,Male,1902,1968,Q15487727,500025517
2093,Simon Gate,"Swedish, 1883–1945",Swedish,Male,1883,1945,Q2287506,500104354
2095,Yves Gaucher,"Canadian, 1934–2000",Canadian,Male,1934,2000,Q16014867,500014513
2096,Antoni Gaudí,"Spanish, 1852–1926",Spanish,Male,1852,1926,Q25328,500014514
2097,Henri Gaudier-Brzeska,"French, 1891–1915",French,Male,1891,1915,Q926308,500115741
2098,Paul Gauguin,"French, 1848–1903",French,Male,1848,1903,Q37693,500011421
2100,Winfred Gaul,"German, 1928–2003",German,Male,1928,2003,Q2584135,500027427
2104,Sonia Gechtoff,"American, 1926–2018",American,Female,1926,2018,Q13560726,500017697
2105,William Gedney,"American, 1932–1989",American,Male,1932,1989,Q8009745,500333532
2106,Peter Gee,"British, 1932–2005",British,Male,1932,2005,Q7174197,500074193
2107,Gego (Gertrud Goldschmidt),"Venezuelan, born Germany. 1912–1994",Venezuelan,Female,1912,1994,Q2698511,500117602
2115,Hugo Gellert,"American, 1892–1985",American,Male,1892,1985,Q1008996,500330278
2119,Arnold Genthe,"American, born Germany. 1869–1942",American,Male,1869,1942,Q216070,500023229
2121,Vic Gentils,"Belgian, born Great Britain. 1919–1997",Belgian,Male,1919,1997,Q828598,500031354
2125,Paul Georges,"American, 1923–2002",American,Male,1923,2002,Q7150860,500022948
2140,Mario Giacomelli,"Italian, 1925–2000",Italian,Male,1925,2000,Q731595,500006396
2141,Alberto Giacometti,"Swiss, 1901–1966",Swiss,Male,1901,1966,Q157194,500118871
2142,Augusto Giacometti,"Swiss, 1877–1947",Swiss,Male,1877,1947,Q671236,500021952
2147,Tim Gidal,"German, 1909–1996",German,Male,1909,1996,Q103045,500036924
2152,Ruth Gikow,"American, 1915–1982",American,Female,1915,1982,Q7383002,500008732
2158,Eric Gill,"British, 1882–1940",British,Male,1882,1940,Q551426,500025465
2184,William Glackens,"American, 1870–1938",American,Male,1870,1938,Q1339934,500018884
2186,Fritz Glarner,"American, born Switzerland. 1899–1972",American,Male,1899,1972,Q1466398,500026961
2187,Joseph Glasco,"American, 1925–1996",American,Male,1925,1996,Q6283474,500021523
2190,Otto Gleichmann,"German, 1887–1963",German,Male,1887,1963,Q319627,500017055
2191,Albert Gleizes,"French, 1881–1953",French,Male,1881,1953,Q711903,500001380
2198,Domenico Gnoli,"Italian, 1933–1970",Italian,Male,1933,1970,Q325489,500003910
2203,Mathias Goeritz,"German, 1915–1990",German,Male,1915,1990,Q64487,500023656
2206,Vincent van Gogh,"Dutch, 1853–1890",Dutch,Male,1853,1890,Q5582,500115588
2213,Michael Goldberg,"American, 1924–2007",American,Male,1924,2007,Q1927568,500002151
2214,David Goldblatt,"South African, 1930–2018",South African,Male,1930,2018,Q569669,500353345
2221,Anne Goldthwaite,"American, 1869–1944",American,Female,1869,1944,Q4768387,500027445
2222,Joseph Webster Golinkin,"American, 1896–1977",American,Male,1896,1977,Q6283498,500053728
2223,Leon Golub,"American, 1922–2004",American,Male,1922,2004,Q475655,500003430
2229,Natalia Goncharova,"Russian, 1881–1962",Russian,Female,1881,1962,Q232391,500115630
2231,Julio González,"Spanish, 1876–1942",Spanish,Male,1876,1942,Q316531,500024353
2233,Felix Gonzalez-Torres,"American, born Cuba. 1957–1996",American,Male,1957,1996,Q1288359,500114715
2242,Robert Goodnough,"American, 1917–2010",American,Male,1917,2010,Q7344845,500032447
2249,Spencer Frederick Gore,"British, 1878–1914",British,Male,1878,1914,Q1904003,500004711
2250,Jean Gorin,"French, 1899–1981",French,Male,1899,1981,Q737882,500120829
2252,Arshile Gorky,"American, born Armenia. 1904–1948",American,Male,1904,1948,Q165648,500021392
2257,Mieczysław Górowski,"Polish, 1941–2011",Polish,Male,1941,2011,Q6843589,500092140
2262,Sylvia Gosse,"British, 1881–1968",British,Female,1881,1968,Q7660922,500029310
2266,Friedrich Karl Gotsch,"German, 1900–1984",German,Male,1900,1984,Q1460214,500010197
2268,Adolph Gottlieb,"American, 1903–1974",American,Male,1903,1974,Q365388,500004904
2272,Enguérrand Gourgue,"Haitian, 1930–1996",Haitian,Male,1930,1996,Q3710278,500334699
2274,Francisco de Goya,"Spanish, 1746–1828",Spanish,Male,1746,1828,Q5432,500118936
2276,Werner Graeff,"German, 1901–1978",German,Male,1901,1978,Q924094,500083866
2277,Camille Graeser,"Swiss, 1892–1980",Swiss,Male,1892,1980,Q121000,500016403
2279,Gottfried Graf,"German, 1881–1938",German,Male,1881,1938,Q1539187,500090794
2284,John D. Graham,"American, born Ukraine. 1881–1961",American,Male,1881,1961,Q2089948,500033062
2287,Robert Graham,"American, 1938–2008",American,Male,1938,2008,Q726136,500056024
2288,Walter Gramatté,"German, 1897–1929",German,Male,1897,1929,Q639413,500009265
2294,Duncan Grant,"British, 1885–1978",British,Male,1885,1978,Q766166,500022746
2303,Gotthard Graubner,"German, 1930–2013",German,Male,1930,2013,Q880775,500019542
2308,Michael Graves,"American, 1934–2015",American,Male,1934,2015,Q314636,500030109
2309,Morris Graves,"American, 1910–2001",American,Male,1910,2001,Q1693440,500010825
2310,Nancy Graves,"American, 1940–1995",American,Female,1940,1995,Q541831,500001464
2313,Eileen Gray,"Anglo-Irish, 1879–1976",British,Female,1879,1976,Q438129,500017693
2321,Balcomb Greene,"American, 1904–1990",American,Male,1904,1990,Q4850256,500022015
2322,Gertrude Greene,"American, 1904–1956",American,Female,1904,1956,Q5553319,500083195
2323,John B. Greene,"American, born France. 1832–1856",American,Male,1832,1856,Q1699205,500023004
2334,Hermann Gretsch,"German, 1895–1950",German,Male,1895,1950,Q1611256,500072394
2337,Helmut A. P. Grieshaber,"German, 1909–1981",German,Male,1909,1981,Q897247,500022714
2340,Franco Grignani,"Italian, 1908–1999",Italian,Male,1908,1999,Q1442595,500054808
2347,Peter Grippe,"American, 1912–2002",American,Male,1912,2002,Q7174391,500054246
2349,Juan Gris,"Spanish, 1887–1927",Spanish,Male,1887,1927,Q151152,500015362
2356,Marcel Gromaire,"French, 1892–1971",French,Male,1892,1971,Q690155,500009137
2358,Jan Groover,"American, 1943–2012",American,Female,1943,2012,Q3431793,500037194
2359,Walter Gropius,"German, 1883–1969",German,Male,1883,1969,Q61071,500028112
2360,William Gropper,"American, 1897–1977",American,Male,1897,1977,Q972080,500031318
2362,Anthony Gross,"British, 1905–1984",British,Male,1905,1984,Q4772637,500023370
2364,Chaim Gross,"American, born Austria. 1904–1991",American,Male,1904,1991,Q4976935,500033064
2372,Rudolf Grossmann,"German, 1882–1941",German,Male,1882,1941,Q181956,500018748
2374,George Grosz,"American, born Germany. 1893–1959",American,Male,1893,1959,Q107194,500014558
2386,Oswaldo Guayasamín,"Ecuadorian, 1919–1999",Ecuadorian,Male,1919,1999,Q555200,500037784
2391,Svavar Gudnason,"Icelandic, 1909–1988",Icelandic,Male,1909,1988,Q3481708,500100530
2394,Jesús Guerrero Galvan,"Mexican, 1910–1973",Mexican,Male,1910,1973,Q6188485,500071497
2396,Xavier Guerrero,"Mexican, 1896–1974",Mexican,Male,1896,1974,Q8043247,500118498
2397,Giuseppe Guerreschi,"Italian, 1929–1985",Italian,Male,1929,1985,Q3770738,500085610
2398,Hans Gugelot,"German, born Indonesia. 1920–1965",German,Male,1920,1965,Q75989,500061200
2407,Hector Guimard,"French, 1867–1942",French,Male,1867,1942,Q316422,500009835
2419,Philip Guston,"American, born Canada. 1913–1980",American,Male,1913,1980,Q701952,500023901
2422,John Gutmann,"American, born Germany. 1905–1998",American,Male,1905,1998,Q216229,500033208
2423,Renato Guttuso,"Italian, 1912–1987",Italian,Male,1912,1987,Q381277,500022749
2424,Charles Gwathmey,"American, 1938–2009",American,Male,1938,2009,Q177256,500002529
2425,Robert Gwathmey,"American, 1903–1988",American,Male,1903,1988,Q7345013,500004279
2427,Brion Gysin,"American, 1916–1986",American,Male,1916,1986,Q917570,500089445
2431,Ernst Haas,"American, born Austria. 1921–1986",American,Male,1921,1986,Q78767,500101880
2435,Terry Haass,"French, born Czechoslovakia. 1923–2016",French,Female,1923,2016,Q2405602,500031546
2439,Dimitri Hadzi,"American, 1921–2006",American,Male,1921,2006,Q16017415,500056031
2441,Oswald Haerdtl,"Austrian, 1899–1959",Austrian,Male,1899,1959,Q2036388,500075012
2455,Raymond Hains,"French, 1926–2005",French,Male,1926,2005,Q317823,500016937
2456,Étienne Hajdu,"French, born Romania. 1907–1996",French,Male,1907,1996,Q289711,500083324
